project_id,state,district,latitude,longitude,project_type,implementing_department,land_area_hectares,families_affected,compensation_assessed_inr,compensation_disbursed_pct,legal_disputes_count,notification_date,approval_stage,rr_progress_pct,stakeholder_responsiveness,historical_dept_avg_delay_days,last_activity_date,risk_score_raw,delayed,delay_days,project_budget,status,actual_end_date,action_taken,final_outcome,created_by
LA-2023-0210,Rajasthan,Jaipur,27.5102,74.2094,Railway,State Railway Infra Corp,14.4,45,62921000,87.3,0,2023-02-16,Stage 5 of 5,62.2,Low,171,2026-09-03,0.034,N,20,264360000,Completed,2023-09-19,,On Time,seed_officer_035
LA-2025-0211,Maharashtra,Aurangabad,19.7656,76.0372,Urban Infra/Metro,Urban Dev. Authority,14.2,66,66141000,92.1,0,2025-01-11,Stage 4 of 5,85.9,Low,336,2026-08-31,0.065,N,15,233980000,Ongoing,,,,seed_officer_005
LA-2024-0212,Maharashtra,Thane,19.6333,76.0657,Highway,State PWD,8.9,20,68589000,66.2,0,2024-08-31,Stage 3 of 5,50.8,Low,202,2026-08-31,0.196,N,22,248930000,Ongoing,,,,seed_officer_001
LA-2025-0213,Uttar Pradesh,Meerut,26.4219,81.4719,Power Transmission,State Electricity Board,21.1,146,71839000,88.1,0,2025-06-15,Stage 4 of 5,79.1,Medium,46,2026-07-18,0.091,N,8,255150000,Ongoing,,,,seed_officer_032
LA-2024-0214,Gujarat,Ahmedabad,22.7782,71.2962,Irrigation/Water Res.,State Water Resources Dept,33.8,248,230132000,57.4,0,2024-06-18,Stage 2 of 5,37.7,Low,76,2026-08-17,0.378,Y,123,1385370000,Ongoing,,True,,seed_officer_024
LA-2025-0215,Uttar Pradesh,Kanpur,26.3544,81.4392,Highway,State PWD,9.8,18,85439000,78.6,0,2025-04-02,Stage 4 of 5,63.5,Low,48,2026-09-01,0.057,N,13,260450000,Ongoing,,,,seed_officer_010
LA-2025-0216,Maharashtra,Aurangabad,19.1561,75.7163,Irrigation/Water Res.,State Water Resources Dept,43.0,98,241659000,79.9,0,2025-07-14,Stage 4 of 5,49.5,High,114,2026-07-31,0.136,N,6,916100000,Ongoing,,,,seed_officer_034
LA-2025-0217,Odisha,Sundargarh,21.3259,84.9087,Railway,State Railway Infra Corp,2.0,10,19985000,47.0,4,2025-05-15,Stage 3 of 5,36.3,Low,193,2026-05-13,0.663,Y,56,81220000,Stalled,,False,Shelved,seed_officer_030
LA-2022-0218,Uttar Pradesh,Varanasi,26.3821,81.0619,Railway,State Railway Infra Corp,15.4,49,95190000,63.5,0,2022-01-21,Stage 3 of 5,63.5,Medium,178,2026-09-02,0.054,N,1,633800000,Completed,2022-04-13,,On Time,seed_officer_021
LA-2021-0219,Maharashtra,Satara,19.5811,75.5143,Railway,Ministry of Railways,23.9,56,217986000,64.1,0,2021-03-22,Stage 4 of 5,63.1,Medium,170,2026-08-27,0.12,N,25,953040000,Completed,2023-09-02,,On Time,seed_officer_006
LA-2024-0220,Gujarat,Vadodara,22.3594,70.8408,Power Transmission,State Electricity Board,13.3,32,58439000,69.7,0,2024-08-13,Stage 4 of 5,64.4,Low,163,2026-08-08,0.124,N,12,206220000,Ongoing,,,,seed_officer_016
LA-2023-0221,Bihar,Muzaffarpur,25.6398,85.5762,Urban Infra/Metro,Urban Dev. Authority,3.6,20,27732000,100.0,0,2023-08-20,Stage 5 of 5,95.1,High,106,2026-08-19,0.038,N,1,148490000,Completed,2024-12-03,,On Time,seed_officer_022
LA-2023-0222,Tamil Nadu,Chennai,11.2752,78.7799,Railway,State Railway Infra Corp,2.6,17,13559000,88.3,0,2023-05-29,Stage 4 of 5,75.3,Medium,155,2026-08-07,0.125,N,1,59580000,Completed,2024-03-10,,On Time,seed_officer_021
LA-2023-0223,Andhra Pradesh,Vijayawada,16.1975,79.1841,Railway,State Railway Infra Corp,28.1,90,187654000,54.8,0,2023-09-15,Stage 3 of 5,41.4,Low,46,2026-08-17,0.041,N,22,777470000,Completed,2025-11-22,,On Time,seed_officer_014
LA-2021-0224,Uttar Pradesh,Ghaziabad,27.2403,80.7998,Urban Infra/Metro,Urban Dev. Authority,60.6,199,326799000,27.2,0,2021-03-30,Stage 1 of 5,30.0,Medium,209,2026-08-28,0.275,N,12,1509570000,Completed,2026-06-05,,On Time,seed_officer_022
LA-2025-0225,Tamil Nadu,Madurai,11.5889,78.3345,Railway,State Railway Infra Corp,31.1,574,370746000,56.5,0,2025-08-30,Stage 3 of 5,57.6,Medium,271,2026-08-28,0.224,N,14,1854200000,Ongoing,,,,seed_officer_036
LA-2025-0226,Andhra Pradesh,Visakhapatnam,16.3354,79.8111,Railway,Ministry of Railways,15.0,78,55253000,91.3,0,2025-06-26,Stage 5 of 5,81.7,Medium,258,2026-09-04,0.018,N,4,173210000,Ongoing,,,,seed_officer_006
LA-2023-0227,Bihar,Gaya,25.2998,85.1959,Highway,State PWD,6.4,36,30748000,15.9,2,2023-08-03,Stage 1 of 5,10.5,Low,169,2026-06-28,0.626,Y,235,98130000,Ongoing,,False,,seed_officer_032
LA-2025-0228,Maharashtra,Thane,19.7975,76.2098,Railway,Ministry of Railways,17.2,59,145295000,84.3,2,2025-03-14,Stage 5 of 5,59.2,Medium,265,2026-09-02,0.208,N,4,426200000,Ongoing,,,,seed_officer_031
LA-2022-0229,Madhya Pradesh,Gwalior,22.4298,78.4635,Railway,State Railway Infra Corp,3.8,27,38640000,36.4,0,2022-01-22,Stage 2 of 5,25.1,Medium,313,2026-09-04,0.438,Y,361,184010000,Completed,2023-05-29,False,Delayed - Unresolved,seed_officer_002
LA-2025-0230,Maharashtra,Pune,20.2962,76.1526,Irrigation/Water Res.,State Water Resources Dept,44.4,103,188996000,28.7,0,2025-08-25,Stage 1 of 5,25.4,Medium,201,2026-07-31,0.385,Y,552,610530000,Ongoing,,False,,seed_officer_015
LA-2022-0231,Bihar,Muzaffarpur,25.0662,85.1764,Urban Infra/Metro,State Metro Rail Corp,16.5,44,89527000,32.9,0,2022-08-09,Stage 1 of 5,24.9,Low,257,2026-08-13,0.251,N,10,319550000,Completed,2026-07-18,,On Time,seed_officer_020
LA-2025-0232,Uttar Pradesh,Kanpur,26.4016,80.7036,Industrial Corridor,DMIC/NICDC,3.8,8,18239000,29.7,0,2025-05-06,Stage 1 of 5,21.4,Medium,200,2026-08-27,0.252,N,18,104260000,Ongoing,,,,seed_officer_031
LA-2022-0233,West Bengal,Hooghly,23.1499,88.174,Highway,State PWD,5.2,19,29180000,20.8,0,2022-08-04,Stage 1 of 5,16.1,Medium,285,2026-08-04,0.144,N,32,134370000,Completed,2026-06-01,,On Time,seed_officer_036
LA-2022-0234,Madhya Pradesh,Jabalpur,23.5279,78.6677,Railway,State Railway Infra Corp,10.5,51,49018000,70.3,0,2022-12-05,Stage 4 of 5,49.3,Medium,20,2026-09-02,0.142,N,1,151320000,Completed,2023-05-12,,On Time,seed_officer_030
LA-2024-0235,West Bengal,Hooghly,23.5204,87.6569,Irrigation/Water Res.,State Water Resources Dept,14.0,58,61680000,53.5,5,2024-07-08,Stage 4 of 5,44.7,Low,180,2026-08-09,0.586,Y,263,192530000,Ongoing,,False,,seed_officer_017
LA-2021-0236,Maharashtra,Nagpur,20.2264,75.1486,Highway,NHAI,15.5,54,126735000,36.3,2,2021-08-02,Stage 2 of 5,52.8,Medium,214,2026-07-14,0.419,Y,676,564750000,Completed,2023-10-05,True,Delayed - Resolved,seed_officer_013
LA-2022-0237,Tamil Nadu,Madurai,11.3889,78.2062,Irrigation/Water Res.,State Water Resources Dept,19.7,132,179274000,86.2,0,2022-04-25,Stage 3 of 5,62.0,Medium,276,2026-08-27,0.035,N,5,837160000,Completed,2026-03-07,,On Time,seed_officer_035
LA-2022-0238,Maharashtra,Satara,20.0681,75.7308,Industrial Corridor,State Industrial Dev. Corp,5.5,83,33328000,65.8,0,2022-09-15,Stage 3 of 5,55.9,High,181,2026-08-14,0.104,N,17,142750000,Completed,2022-09-22,,On Time,seed_officer_013
LA-2022-0239,Uttar Pradesh,Noida,26.4072,81.4902,Highway,State PWD,4.2,14,25389000,46.0,4,2022-10-30,Stage 4 of 5,27.7,High,219,2026-08-20,0.503,Y,738,86560000,Completed,2023-09-17,True,Delayed - Resolved,seed_officer_018
LA-2025-0240,Odisha,Sundargarh,21.3817,85.5123,Railway,Ministry of Railways,6.0,52,45924000,8.2,5,2025-10-08,Stage 2 of 5,5.3,High,310,2026-05-27,0.946,Y,53,305310000,Stalled,,True,Delayed - Unresolved,seed_officer_013
LA-2023-0241,Gujarat,Vadodara,22.5254,70.8014,Irrigation/Water Res.,State Water Resources Dept,7.2,23,39406000,61.0,0,2023-03-25,Stage 2 of 5,40.3,Medium,98,2026-08-15,0.285,N,1,126470000,Completed,2026-01-30,,On Time,seed_officer_024
LA-2022-0242,Tamil Nadu,Coimbatore,11.0535,78.1034,Railway,State Railway Infra Corp,31.3,63,127930000,38.0,0,2022-05-14,Stage 1 of 5,36.3,Low,20,2026-09-03,0.38,Y,46,714280000,Ongoing,,False,,seed_officer_001
LA-2025-0243,Bihar,Darbhanga,24.6242,85.4926,Power Transmission,Power Grid Corp,24.1,192,78506000,60.6,0,2025-11-04,Stage 3 of 5,41.6,High,207,2026-08-25,0.218,N,10,233320000,Ongoing,,,,seed_officer_018
LA-2023-0244,Rajasthan,Jaipur,26.6285,74.142,Railway,Ministry of Railways,25.1,226,253243000,98.9,0,2023-07-20,Stage 5 of 5,94.8,Medium,211,2026-07-31,0.0,N,60,1064820000,Completed,2024-09-28,,On Time,seed_officer_036
LA-2023-0245,Andhra Pradesh,Guntur,16.3046,79.9818,Railway,Ministry of Railways,15.0,37,137779000,68.1,0,2023-03-30,Stage 3 of 5,55.4,High,300,2026-08-22,0.213,N,20,651790000,Completed,2023-10-17,,On Time,seed_officer_032
LA-2025-0246,Andhra Pradesh,Visakhapatnam,15.4632,79.9266,Highway,NHAI,40.5,186,241374000,100.0,0,2025-11-06,Stage 5 of 5,85.4,Low,180,2026-08-20,0.093,N,8,1113450000,Ongoing,,,,seed_officer_037
LA-2021-0247,Uttar Pradesh,Ghaziabad,27.004,80.3762,Industrial Corridor,DMIC/NICDC,151.1,711,1019284000,75.0,0,2021-10-20,Stage 4 of 5,58.8,Low,229,2026-09-02,0.13,N,27,6378460000,Completed,2024-10-23,,On Time,seed_officer_031
LA-2024-0248,Uttar Pradesh,Varanasi,27.4447,80.9958,Highway,State PWD,3.8,15,30686000,44.1,1,2024-09-20,Stage 2 of 5,29.4,High,227,2026-07-02,0.345,Y,406,105580000,Ongoing,,False,,seed_officer_012
LA-2024-0249,Maharashtra,Pune,20.0485,76.1349,Highway,State PWD,52.2,55,106452000,87.4,0,2024-11-26,Stage 4 of 5,79.8,Low,74,2026-07-16,0.059,N,38,547430000,Ongoing,,,,seed_officer_031
LA-2021-0250,Uttar Pradesh,Lucknow,27.1512,80.6503,Power Transmission,Power Grid Corp,16.3,13,89624000,70.4,0,2021-02-27,Stage 3 of 5,49.6,Medium,103,2026-09-01,0.023,N,37,272280000,Completed,2021-06-26,,On Time,seed_officer_026
LA-2024-0251,Madhya Pradesh,Gwalior,22.6201,78.7933,Highway,NHAI,23.8,295,199690000,60.8,1,2024-09-18,Stage 3 of 5,49.9,High,99,2026-09-01,0.159,N,1,596540000,Ongoing,,,,seed_officer_037
LA-2021-0252,Rajasthan,Jaipur,26.8487,74.4049,Irrigation/Water Res.,State Water Resources Dept,26.8,223,118596000,72.2,0,2021-10-16,Stage 3 of 5,59.1,Medium,82,2026-08-30,0.359,Y,88,362230000,Completed,2023-01-19,False,Delayed - Unresolved,seed_officer_010
LA-2021-0253,Madhya Pradesh,Jabalpur,22.8328,78.8137,Railway,Ministry of Railways,3.2,12,31855000,85.5,3,2021-01-31,Stage 5 of 5,71.9,Low,61,2026-08-21,0.249,N,23,151750000,Completed,2024-08-08,,On Time,seed_officer_016
LA-2025-0254,Maharashtra,Pune,20.1391,75.3959,Irrigation/Water Res.,State Water Resources Dept,71.2,57,137085000,21.8,4,2025-07-06,Stage 2 of 5,11.0,Medium,185,2026-07-20,0.665,Y,561,844370000,Ongoing,,False,,seed_officer_039
LA-2021-0255,Gujarat,Bharuch,21.9145,71.5305,Highway,NHAI,52.4,142,279360000,45.1,0,2021-07-11,Stage 2 of 5,32.6,Low,242,2026-06-17,0.324,Y,368,1168000000,Ongoing,,False,,seed_officer_034
LA-2023-0256,Uttar Pradesh,Varanasi,26.6802,81.111,Highway,State PWD,26.9,246,269563000,94.1,0,2023-12-27,Stage 5 of 5,83.4,Low,193,2026-09-03,0.046,N,15,1123480000,Completed,2025-04-28,,On Time,seed_officer_029
LA-2024-0257,Karnataka,Belagavi,15.1013,75.7212,Highway,State PWD,17.7,57,51497000,87.3,0,2024-09-12,Stage 4 of 5,60.0,High,171,2026-09-02,0.041,N,31,148640000,Ongoing,,,,seed_officer_020
LA-2021-0258,Andhra Pradesh,Anantapur,15.5264,79.5621,Railway,Ministry of Railways,24.4,103,183026000,57.3,0,2021-09-19,Stage 3 of 5,53.9,Medium,77,2026-08-25,0.214,N,9,549050000,Completed,2025-02-20,,On Time,seed_officer_040
LA-2022-0259,Madhya Pradesh,Bhopal,22.3743,78.7699,Industrial Corridor,State Industrial Dev. Corp,19.3,43,80216000,96.6,0,2022-09-17,Stage 5 of 5,89.2,Low,381,2026-08-31,0.0,N,14,262490000,Completed,2025-12-24,,On Time,seed_officer_014
LA-2022-0260,Maharashtra,Nashik,19.7135,76.1377,Urban Infra/Metro,State Metro Rail Corp,13.2,42,67469000,46.4,0,2022-04-21,Stage 2 of 5,44.2,Low,97,2026-07-29,0.331,Y,225,205390000,Completed,2023-07-05,True,Delayed - Resolved,seed_officer_011
LA-2025-0261,Bihar,Gaya,24.7609,85.3531,Urban Infra/Metro,State Metro Rail Corp,24.6,125,64823000,36.5,3,2025-06-12,Stage 3 of 5,21.9,High,183,2026-05-14,0.588,Y,418,366640000,Stalled,,True,Delayed - Unresolved,seed_officer_036
LA-2025-0262,Rajasthan,Jaipur,26.591,74.2422,Highway,NHAI,7.4,37,36145000,50.4,4,2025-07-26,Stage 4 of 5,38.2,High,249,2026-08-08,0.687,Y,1096,105660000,Ongoing,,True,,seed_officer_001
LA-2022-0263,Maharashtra,Aurangabad,19.1683,75.7941,Urban Infra/Metro,Urban Dev. Authority,40.7,222,279307000,97.7,0,2022-10-06,Stage 5 of 5,78.3,Low,308,2026-08-10,0.04,N,11,1450140000,Completed,2024-02-23,,On Time,seed_officer_039
LA-2022-0264,Maharashtra,Aurangabad,19.9232,76.0289,Irrigation/Water Res.,State Water Resources Dept,21.3,40,77764000,40.1,0,2022-12-20,Stage 2 of 5,35.0,Medium,267,2026-08-21,0.284,N,2,456810000,Completed,2024-10-01,,On Time,seed_officer_003
LA-2023-0265,Andhra Pradesh,Vijayawada,16.2596,79.4204,Irrigation/Water Res.,State Water Resources Dept,33.2,56,101532000,22.9,0,2023-02-23,Stage 1 of 5,18.2,Medium,223,2026-08-05,0.471,Y,28,380440000,Ongoing,,True,,seed_officer_019
LA-2021-0266,Odisha,Ganjam,20.758,84.565,Irrigation/Water Res.,State Water Resources Dept,11.4,72,122390000,64.1,0,2021-09-13,Stage 3 of 5,51.8,High,158,2026-09-03,0.146,N,9,779400000,Completed,2023-02-13,,On Time,seed_officer_015
LA-2022-0267,Rajasthan,Udaipur,26.7722,73.7163,Highway,NHAI,10.3,17,33935000,70.6,3,2022-08-30,Stage 4 of 5,59.5,High,149,2026-07-08,0.403,Y,29,211490000,Ongoing,,True,,seed_officer_028
LA-2024-0268,Rajasthan,Jaipur,26.8468,74.4851,Highway,NHAI,16.0,21,55563000,48.6,1,2024-11-08,Stage 4 of 5,37.1,Low,199,2026-06-19,0.456,Y,266,171990000,Ongoing,,False,,seed_officer_010
LA-2025-0269,Karnataka,Belagavi,14.8555,75.8197,Irrigation/Water Res.,State Water Resources Dept,14.2,69,74431000,61.2,0,2025-07-11,Stage 3 of 5,63.7,Medium,205,2026-08-17,0.154,N,31,405350000,Ongoing,,,,seed_officer_005
LA-2025-0270,Gujarat,Ahmedabad,22.2435,71.3425,Urban Infra/Metro,State Metro Rail Corp,12.7,108,41912000,65.7,0,2025-05-21,Stage 2 of 5,64.1,Low,169,2026-08-30,0.225,N,0,219500000,Ongoing,,,,seed_officer_020
LA-2025-0271,Gujarat,Bharuch,22.4382,70.9555,Railway,State Railway Infra Corp,22.0,44,183649000,29.7,1,2025-02-12,Stage 2 of 5,11.9,Low,207,2026-09-03,0.473,Y,522,1025250000,Ongoing,,False,,seed_officer_029
LA-2025-0272,Tamil Nadu,Chennai,11.4664,79.1819,Industrial Corridor,DMIC/NICDC,10.8,28,36563000,17.3,0,2025-02-24,Stage 1 of 5,16.3,High,186,2026-05-30,0.404,Y,570,126730000,Ongoing,,True,,seed_officer_020
LA-2020-0273,Madhya Pradesh,Gwalior,22.4992,78.3784,Irrigation/Water Res.,State Water Resources Dept,9.1,31,45209000,45.3,3,2020-11-19,Stage 3 of 5,33.3,Medium,305,2026-08-19,0.522,Y,945,141890000,Ongoing,,False,,seed_officer_033
LA-2025-0274,Rajasthan,Alwar,27.4966,74.7217,Highway,State PWD,73.5,343,496165000,16.4,2,2025-08-08,Stage 1 of 5,19.9,Medium,156,2026-08-31,0.418,Y,225,2046820000,Ongoing,,False,,seed_officer_006
LA-2025-0275,Maharashtra,Thane,20.1878,75.523,Power Transmission,Power Grid Corp,41.4,177,264747000,82.5,0,2025-07-29,Stage 4 of 5,80.4,Low,165,2026-08-20,0.111,N,21,1382470000,Ongoing,,,,seed_officer_028
LA-2021-0276,Gujarat,Vadodara,22.7,71.1109,Urban Infra/Metro,Urban Dev. Authority,50.8,70,452513000,77.8,0,2021-10-14,Stage 4 of 5,78.2,Medium,259,2026-08-24,0.119,N,2,1804400000,Completed,2025-09-18,,On Time,seed_officer_002
LA-2022-0277,Andhra Pradesh,Visakhapatnam,15.944,80.1106,Railway,Ministry of Railways,14.1,189,122323000,81.3,0,2022-11-17,Stage 4 of 5,70.0,Medium,164,2026-09-04,0.0,N,1,359620000,Completed,2026-02-18,,On Time,seed_officer_037
LA-2025-0278,Karnataka,Bengaluru Rural,15.7631,75.3989,Urban Infra/Metro,Urban Dev. Authority,30.4,32,71529000,41.3,0,2025-02-24,Stage 2 of 5,25.3,Medium,94,2026-09-04,0.369,Y,194,349380000,Ongoing,,False,,seed_officer_037
LA-2025-0279,Tamil Nadu,Chennai,11.3788,78.0657,Railway,Ministry of Railways,17.6,47,166553000,100.0,1,2025-08-15,Stage 5 of 5,92.0,Low,238,2026-09-02,0.226,N,10,499880000,Ongoing,,,,seed_officer_031
LA-2023-0280,Tamil Nadu,Tiruchirappalli,10.7583,78.7846,Irrigation/Water Res.,State Water Resources Dept,83.2,363,758356000,96.5,0,2023-12-17,Stage 4 of 5,75.1,Medium,106,2026-09-01,0.2,N,12,3258480000,Completed,2025-01-06,,On Time,seed_officer_018
LA-2025-0281,Tamil Nadu,Coimbatore,10.6957,78.5884,Irrigation/Water Res.,State Water Resources Dept,13.9,117,97721000,37.3,0,2025-06-30,Stage 2 of 5,20.5,Medium,277,2026-08-15,0.314,Y,114,293380000,Ongoing,,False,,seed_officer_032
LA-2025-0282,Gujarat,Ahmedabad,22.8447,71.1507,Highway,State PWD,11.1,33,106427000,32.0,3,2025-12-20,Stage 3 of 5,26.6,Low,27,2025-08-31,0.637,Y,108,327640000,Stalled,,False,Shelved,seed_officer_023
LA-2023-0283,Karnataka,Hubballi-Dharwad,15.0202,75.9021,Highway,State PWD,6.1,81,46084000,36.6,5,2023-10-16,Stage 3 of 5,19.0,Medium,152,2026-08-01,0.615,Y,525,147570000,Ongoing,,True,,seed_officer_021
LA-2022-0284,Gujarat,Ahmedabad,21.7434,71.7132,Industrial Corridor,State Industrial Dev. Corp,6.0,49,67998000,83.0,0,2022-08-05,Stage 4 of 5,86.9,Medium,193,2026-07-18,0.0,N,7,394240000,Completed,2023-03-17,,On Time,seed_officer_022
LA-2025-0285,West Bengal,Nadia,22.8471,87.7642,Industrial Corridor,DMIC/NICDC,54.6,46,188979000,100.0,0,2025-05-31,Stage 5 of 5,85.8,High,81,2026-08-31,0.046,N,27,670900000,Ongoing,,,,seed_officer_019
LA-2025-0286,Uttar Pradesh,Kanpur,26.9182,80.6814,Railway,State Railway Infra Corp,17.1,158,145275000,52.7,0,2025-09-16,Stage 2 of 5,40.5,High,330,2026-09-01,0.308,Y,488,880010000,Ongoing,,True,,seed_officer_036
LA-2022-0287,Tamil Nadu,Chennai,11.593,78.6088,Irrigation/Water Res.,State Water Resources Dept,26.2,66,108477000,85.4,0,2022-12-23,Stage 4 of 5,64.1,High,172,2026-09-01,0.0,N,5,699040000,Completed,2024-06-24,,On Time,seed_officer_006
LA-2021-0288,Andhra Pradesh,Guntur,15.3764,80.0459,Urban Infra/Metro,Urban Dev. Authority,8.3,15,50561000,86.8,3,2021-08-01,Stage 5 of 5,65.9,Medium,73,2026-09-03,0.305,Y,114,224470000,Ongoing,,False,,seed_officer_021
LA-2025-0289,Tamil Nadu,Chennai,11.6222,79.1055,Railway,State Railway Infra Corp,17.4,13,65826000,45.0,2,2025-03-22,Stage 3 of 5,42.6,Low,247,2026-07-29,0.385,Y,238,256440000,Ongoing,,False,,seed_officer_033
LA-2022-0290,Andhra Pradesh,Visakhapatnam,16.2814,79.7679,Highway,State PWD,18.1,29,79474000,77.5,3,2022-11-24,Stage 4 of 5,69.8,Medium,64,2026-08-28,0.295,N,5,283460000,Completed,2024-08-23,,On Time,seed_officer_027
LA-2021-0291,Gujarat,Ahmedabad,22.6407,70.7984,Industrial Corridor,State Industrial Dev. Corp,26.5,316,166359000,94.4,0,2021-03-13,Stage 5 of 5,72.7,Medium,121,2026-08-31,0.0,N,16,615240000,Completed,2026-02-15,,On Time,seed_officer_034
LA-2022-0292,Madhya Pradesh,Jabalpur,22.6946,78.5496,Power Transmission,State Electricity Board,21.7,132,94452000,68.1,0,2022-05-29,Stage 3 of 5,83.4,Low,194,2026-08-30,0.103,N,12,303050000,Completed,2023-04-13,,On Time,seed_officer_029
LA-2022-0293,Karnataka,Bengaluru Rural,15.7895,76.022,Railway,Ministry of Railways,9.1,51,54697000,46.5,0,2022-03-02,Stage 1 of 5,52.4,Medium,208,2026-09-03,0.213,N,20,215850000,Completed,2024-05-05,,On Time,seed_officer_018
LA-2022-0294,Maharashtra,Thane,19.5987,75.536,Irrigation/Water Res.,State Water Resources Dept,30.2,46,187389000,50.9,0,2022-06-09,Stage 3 of 5,34.1,Low,319,2026-09-04,0.278,N,24,942090000,Completed,2026-03-17,,On Time,seed_officer_019
LA-2025-0295,Andhra Pradesh,Kurnool,15.9107,79.6664,Highway,State PWD,25.2,51,140513000,46.3,0,2025-03-29,Stage 1 of 5,25.0,Low,132,2026-08-15,0.25,N,48,580810000,Ongoing,,,,seed_officer_008
LA-2024-0296,Uttar Pradesh,Lucknow,27.3668,80.7597,Highway,NHAI,29.6,121,143429000,86.8,0,2024-10-10,Stage 4 of 5,77.6,Medium,197,2026-06-08,0.16,N,20,486220000,Ongoing,,,,seed_officer_011
LA-2023-0297,Maharashtra,Nashik,19.7735,75.8187,Highway,NHAI,8.6,35,55895000,76.2,0,2023-07-12,Stage 4 of 5,72.5,Low,241,2026-08-28,0.198,N,2,269440000,Completed,2025-07-02,,On Time,seed_officer_036
LA-2022-0298,Maharashtra,Aurangabad,19.5268,75.8197,Highway,NHAI,64.1,26,233794000,96.3,0,2022-07-02,Stage 5 of 5,93.5,High,121,2026-08-28,0.0,N,5,1128810000,Completed,2024-08-27,,On Time,seed_officer_015
LA-2021-0299,West Bengal,Kolkata,22.6123,87.4327,Highway,State PWD,87.5,708,720871000,81.6,1,2021-10-31,Stage 4 of 5,62.2,Low,87,2026-07-29,0.213,N,4,2239420000,Completed,2025-12-10,,On Time,seed_officer_008
LA-2026-0300,Odisha,Cuttack,21.3119,85.6171,Industrial Corridor,DMIC/NICDC,7.8,54,49395000,63.2,0,2026-03-30,Stage 3 of 5,44.9,High,331,2026-07-17,0.063,N,2,148360000,Ongoing,,,,seed_officer_019
LA-2024-0301,Uttar Pradesh,Agra,26.3921,80.4487,Power Transmission,State Electricity Board,11.9,17,73378000,70.0,0,2024-08-03,Stage 3 of 5,75.6,Low,403,2026-08-26,0.13,N,60,327490000,Ongoing,,,,seed_officer_027
LA-2021-0302,Uttar Pradesh,Meerut,27.2941,81.3237,Highway,State PWD,29.4,53,119382000,52.3,3,2021-10-26,Stage 3 of 5,40.4,Medium,159,2026-08-27,0.389,Y,121,556980000,Completed,2026-04-16,True,Delayed - Resolved,seed_officer_031
LA-2020-0303,Madhya Pradesh,Indore,22.5009,79.0673,Railway,State Railway Infra Corp,36.2,152,330644000,100.0,0,2020-11-16,Stage 5 of 5,70.4,Low,144,2026-09-02,0.105,N,4,1685280000,Completed,2022-01-27,,On Time,seed_officer_036
LA-2021-0304,Rajasthan,Jodhpur,27.0035,74.1172,Urban Infra/Metro,Urban Dev. Authority,12.1,31,40456000,33.9,4,2021-07-28,Stage 3 of 5,27.1,High,197,2026-07-13,0.579,Y,720,196050000,Ongoing,,False,,seed_officer_013
LA-2022-0305,Rajasthan,Jodhpur,27.2087,74.2318,Highway,NHAI,15.3,37,96229000,66.1,0,2022-05-14,Stage 3 of 5,64.5,Low,316,2026-09-02,0.192,N,2,294730000,Completed,2024-12-16,,On Time,seed_officer_018
LA-2023-0306,Odisha,Ganjam,20.6432,85.5885,Highway,State PWD,40.4,143,212796000,99.2,0,2023-08-12,Stage 5 of 5,83.2,Medium,127,2026-08-30,0.011,N,27,754340000,Completed,2024-08-16,,On Time,seed_officer_033
LA-2023-0307,Tamil Nadu,Madurai,10.5999,78.5529,Irrigation/Water Res.,State Water Resources Dept,68.2,184,517333000,52.2,0,2023-04-07,Stage 3 of 5,32.9,Medium,141,2026-07-16,0.385,Y,268,2843640000,Ongoing,,False,,seed_officer_019
LA-2025-0308,Bihar,Bhagalpur,25.0429,85.56,Power Transmission,State Electricity Board,23.7,150,147138000,53.5,0,2025-03-08,Stage 3 of 5,38.8,High,129,2026-08-08,0.132,N,10,742110000,Ongoing,,,,seed_officer_010
LA-2025-0309,Maharashtra,Aurangabad,19.5792,76.0111,Irrigation/Water Res.,State Water Resources Dept,9.5,53,38056000,17.4,4,2025-01-23,Stage 1 of 5,22.4,Medium,68,2026-06-14,0.636,Y,204,247760000,Ongoing,,False,,seed_officer_023
LA-2024-0310,Maharashtra,Nashik,19.9774,76.0559,Industrial Corridor,DMIC/NICDC,14.3,24,59680000,42.2,4,2024-11-03,Stage 3 of 5,33.3,High,210,2026-05-21,0.588,Y,800,380470000,Stalled,,True,Delayed - Unresolved,seed_officer_030
LA-2024-0311,Maharashtra,Nashik,19.371,75.552,Railway,Ministry of Railways,30.6,68,106322000,96.5,0,2024-03-08,Stage 5 of 5,72.1,Low,20,2026-09-02,0.107,N,11,674650000,Ongoing,,,,seed_officer_016
LA-2024-0312,West Bengal,Nadia,22.9652,88.1622,Railway,Ministry of Railways,11.1,43,99182000,87.5,1,2024-03-22,Stage 5 of 5,75.5,Low,239,2026-08-21,0.226,N,8,297260000,Ongoing,,,,seed_officer_027
LA-2020-0313,Bihar,Patna,24.7256,85.3336,Power Transmission,State Electricity Board,12.3,77,49785000,69.1,4,2020-11-25,Stage 4 of 5,58.4,Low,130,2026-08-05,0.46,Y,241,164420000,Completed,2025-09-01,False,Delayed - Unresolved,seed_officer_031
LA-2024-0314,Tamil Nadu,Salem,10.6786,79.1918,Highway,State PWD,8.4,61,77852000,47.3,1,2024-01-27,Stage 3 of 5,47.4,Low,219,2026-08-25,0.404,Y,36,261760000,Ongoing,,True,,seed_officer_010
